order_item_id,order_id,product_id,quantity,unit_price,discount_pct
180,900058,5003,1,20000.00,0.10
181,900058,5019,2,12500.00,0.00
182,900059,5019,5,12500.00,0.00
183,900059,5024,5,99000.00,0.00
184,900059,5025,5,15000.00,0.10
185,900059,5016,3,99000.00,0.00
186,900060,5004,2,125000.00,0.00
187,900060,5024,1,99000.00,0.00
188,900060,5027,3,7500.00,0.10
189,900060,5021,1,45000.00,0.00
190,900061,5028,6,55000.00,0.00
191,900061,5023,5,45000.00,0.00
192,900061,5020,2,150000.00,0.10
193,900062,5020,3,150000.00,0.20
194,900062,5018,3,12500.00,0.00
195,900062,5006,3,10000.00,0.20
196,900063,5030,6,55000.00,0.00
197,900063,5002,2,150000.00,0.00
198,900063,5009,6,15000.00,0.00
199,900063,5028,2,55000.00,0.10
200,900064,5021,4,45000.00,0.00
201,900064,5014,1,75000.00,0.00
202,900064,5013,6,30000.00,0.00
203,900065,5019,6,12500.00,0.00
204,900065,5001,4,25000.00,0.05
205,900065,5028,6,55000.00,0.00
206,900066,5027,3,7500.00,0.10
207,900066,5007,3,15000.00,0.00
208,900066,5016,2,99000.00,0.05
209,900066,5009,4,15000.00,0.10
210,900067,5001,2,25000.00,0.00
211,900067,5004,1,125000.00,0.20
212,900067,5030,4,55000.00,0.00
213,900067,5028,6,55000.00,0.15
214,900068,5021,3,45000.00,0.00
215,900069,5021,2,45000.00,0.00
216,900069,5010,1,99000.00,0.05
217,900069,5024,1,99000.00,0.00
218,900069,5023,1,45000.00,0.00
219,900070,5023,3,45000.00,0.10
220,900071,5008,4,5000.00,0.00
221,900072,5005,2,125000.00,0.05
222,900072,5013,6,30000.00,0.00
223,900072,5025,5,15000.00,0.05
224,900073,5021,2,45000.00,0.15
225,900073,5024,5,99000.00,0.05
226,900074,5019,6,12500.00,0.00
227,900075,5021,5,45000.00,0.05
228,900075,5003,6,20000.00,0.05
229,900075,5008,6,5000.00,0.00
230,900076,5017,6,30000.00,0.00
231,900076,5007,2,15000.00,0.00
232,900076,5024,1,99000.00,0.00
233,900076,5013,6,30000.00,0.05
234,900076,5010,5,99000.00,0.10
235,900077,5014,4,75000.00,0.20
236,900077,5012,1,20000.00,0.00
237,900077,5018,1,12500.00,0.00
238,900077,5022,2,15000.00,0.00
239,900077,5006,1,10000.00,0.15
240,900078,5014,6,75000.00,0.00
241,900078,5023,5,45000.00,0.00
242,900078,5013,1,30000.00,0.00
243,900078,5003,5,20000.00,0.15
244,900079,5019,6,12500.00,0.05
245,900079,5021,1,45000.00,0.00
246,900079,5025,4,15000.00,0.05
247,900079,5027,2,7500.00,0.00
248,900080,5020,6,150000.00,0.05
249,900080,5002,1,150000.00,0.00
250,900080,5010,2,99000.00,0.05
251,900080,5022,2,15000.00,0.00
252,900080,5024,3,99000.00,0.00
253,900081,5024,3,99000.00,0.05
254,900081,5025,1,15000.00,0.10
255,900082,5009,6,15000.00,0.20
256,900083,5002,5,150000.00,0.00
257,900083,5016,2,99000.00,0.00
258,900083,5028,1,55000.00,0.10
259,900084,5002,1,150000.00,0.00
260,900085,5018,6,12500.00,0.05
261,900086,5009,5,15000.00,0.00
262,900086,5027,5,7500.00,0.05
263,900086,5003,1,20000.00,0.00
264,900087,5028,1,55000.00,0.05
265,900087,5010,1,99000.00,0.00
266,900087,5025,3,15000.00,0.05
267,900087,5011,3,7500.00,0.05
268,900088,5024,5,99000.00,0.10
269,900088,5029,2,99000.00,0.00
270,900089,5021,1,45000.00,0.20
271,900089,5027,1,7500.00,0.10
272,900089,5023,4,45000.00,0.10
273,900090,5014,1,75000.00,0.20
274,900090,5016,2,99000.00,0.05
275,900091,5015,5,15000.00,0.00
276,900091,5024,2,99000.00,0.05
277,900091,5003,4,20000.00,0.00
278,900092,5010,3,99000.00,0.15
279,900092,5009,4,15000.00,0.05
280,900093,5003,2,20000.00,0.10
281,900093,5007,5,15000.00,0.00
282,900094,5004,2,125000.00,0.00
283,900094,5018,4,12500.00,0.00
284,900094,5012,1,20000.00,0.00
285,900094,5025,6,15000.00,0.00
286,900095,5005,2,125000.00,0.20
287,900095,5003,4,20000.00,0.00
288,900095,5023,6,45000.00,0.00
289,900096,5024,1,99000.00,0.10
290,900096,5018,2,12500.00,0.00
291,900096,5008,1,5000.00,0.10
292,900096,5004,2,125000.00,0.00
293,900096,5015,4,15000.00,0.00
294,900097,5030,1,55000.00,0.20
295,900097,5027,2,7500.00,0.15
296,900097,5003,4,20000.00,0.10
297,900098,5002,4,150000.00,0.10
298,900098,5006,4,10000.00,0.00
299,900098,5030,4,55000.00,0.05
300,900098,5019,2,12500.00,0.00
301,900099,5002,5,150000.00,0.05
302,900099,5020,6,150000.00,0.00
303,900100,5009,4,15000.00,0.00
304,900101,5013,6,30000.00,0.00
305,900102,5011,3,7500.00,0.05
306,900102,5013,1,30000.00,0.10
307,900102,5009,3,15000.00,0.00
308,900102,5006,4,10000.00,0.00
309,900102,5001,5,25000.00,0.20
310,900103,5018,6,12500.00,0.00
311,900103,5027,2,7500.00,0.05
312,900103,5026,4,10000.00,0.00
313,900104,5011,5,7500.00,0.00
314,900104,5026,6,10000.00,0.00
315,900104,5024,5,99000.00,0.05
316,900104,5023,5,45000.00,0.15
317,900104,5012,4,20000.00,0.00
318,900105,5020,1,150000.00,0.00
319,900105,5008,1,5000.00,0.00
320,900106,5002,5,150000.00,0.05
321,900106,5001,2,25000.00,0.10
322,900106,5005,5,125000.00,0.10
323,900107,5004,6,125000.00,0.15
324,900107,5011,6,7500.00,0.20
325,900107,5010,6,99000.00,0.00
326,900107,5005,6,125000.00,0.20
327,900107,5006,6,10000.00,0.10
328,900108,5013,6,30000.00,0.05
329,900108,5010,2,99000.00,0.00
330,900109,5006,5,10000.00,0.00
331,900110,5030,4,55000.00,0.00
332,900111,5021,1,45000.00,0.10
333,900111,5029,6,99000.00,0.05
334,900112,5008,1,5000.00,0.00
335,900112,5023,1,45000.00,0.05
336,900113,5029,4,99000.00,0.10
337,900113,5014,3,75000.00,0.00
338,900114,5015,1,15000.00,0.00
339,900114,5003,3,20000.00,0.00
340,900115,5024,5,99000.00,0.15
341,900115,5003,1,20000.00,0.00
342,900116,5021,4,45000.00,0.00
343,900116,5006,1,10000.00,0.00
344,900116,5020,2,150000.00,0.00
345,900116,5029,5,99000.00,0.05
346,900117,5008,4,5000.00,0.05
347,900117,5004,4,125000.00,0.00
348,900117,5002,3,150000.00,0.00
349,900118,5007,6,15000.00,0.00
350,900118,5004,1,125000.00,0.00
351,900118,5001,1,25000.00,0.00
352,900118,5006,4,10000.00,0.00
353,900119,5006,3,10000.00,0.00
354,900119,5012,1,20000.00,0.00
355,900119,5029,4,99000.00,0.00
356,900119,5013,3,30000.00,0.05
357,900120,5022,3,15000.00,0.10
358,900121,5027,4,7500.00,0.10
359,900122,5016,1,99000.00,0.00
360,900122,5010,6,99000.00,0.00
361,900123,5004,4,125000.00,0.00
362,900123,5025,2,15000.00,0.20
363,900124,5022,4,15000.00,0.00
364,900125,5030,1,55000.00,0.00
365,900125,5024,5,99000.00,0.00
366,900125,5026,3,10000.00,0.10
367,900126,5017,2,30000.00,0.05
368,900126,5026,5,10000.00,0.10
369,900126,5014,1,75000.00,0.15
370,900126,5004,5,125000.00,0.10
371,900126,5005,3,125000.00,0.10
372,900127,5019,2,12500.00,0.00
373,900127,5020,2,150000.00,0.05
374,900127,5016,6,99000.00,0.05
375,900127,5002,1,150000.00,0.00
376,900128,5030,1,55000.00,0.00
377,900128,5009,3,15000.00,0.00
378,900128,5029,4,99000.00,0.10
379,900128,5012,6,20000.00,0.00
380,900129,5009,5,15000.00,0.05
381,900129,5024,2,99000.00,0.00
382,900129,5014,4,75000.00,0.05
383,900130,5003,6,20000.00,0.00
384,900130,5010,2,99000.00,0.10
385,900131,5029,2,99000.00,0.10
386,900131,5027,2,7500.00,0.00
387,900132,5012,5,20000.00,0.00
388,900132,5027,1,7500.00,0.05
389,900132,5015,2,15000.00,0.00
390,900133,5012,6,20000.00,0.10
391,900133,5006,1,10000.00,0.00
392,900133,5027,4,7500.00,0.00
393,900133,5029,5,99000.00,0.10
394,900133,5009,2,15000.00,0.10
395,900134,5017,6,30000.00,0.00
396,900134,5001,2,25000.00,0.05
397,900134,5028,5,55000.00,0.10
398,900134,5025,2,15000.00,0.00
399,900135,5029,4,99000.00,0.00
400,900135,5013,4,30000.00,0.00
401,900135,5028,5,55000.00,0.10
402,900135,5012,4,20000.00,0.05
403,900136,5020,1,150000.00,0.00
404,900136,5010,3,99000.00,0.05
405,900136,5022,3,15000.00,0.00
406,900136,5004,6,125000.00,0.20
407,900136,5016,6,99000.00,0.00
408,900137,5022,1,15000.00,0.05
409,900137,5011,3,7500.00,0.00
410,900137,5005,4,125000.00,0.00
411,900137,5024,6,99000.00,0.00
412,900138,5021,3,45000.00,0.00
413,900138,5026,2,10000.00,0.10
414,900138,5016,5,99000.00,0.00
415,900138,5030,1,55000.00,0.00
416,900138,5022,6,15000.00,0.00
417,900139,5008,3,5000.00,0.00
418,900140,5019,1,12500.00,0.00
419,900140,5010,6,99000.00,0.05
420,900140,5015,5,15000.00,0.00
421,900141,5010,2,99000.00,0.20
422,900141,5014,3,75000.00,0.00
423,900141,5002,5,150000.00,0.10
424,900141,5028,4,55000.00,0.00
425,900141,5005,6,125000.00,0.00
426,900142,5021,4,45000.00,0.00
427,900142,5002,2,150000.00,0.05
428,900142,5001,2,25000.00,0.00
429,900143,5021,4,45000.00,0.00
430,900143,5014,5,75000.00,0.00
431,900143,5013,3,30000.00,0.20
432,900143,5016,3,99000.00,0.10
433,900144,5008,3,5000.00,0.00
434,900144,5023,1,45000.00,0.00
435,900145,5010,5,99000.00,0.05
436,900145,5015,3,15000.00,0.00
437,900145,5024,6,99000.00,0.20
438,900146,5030,4,55000.00,0.00
439,900146,5026,2,10000.00,0.05
440,900147,5004,6,125000.00,0.05
441,900147,5012,1,20000.00,0.00
442,900148,5002,1,150000.00,0.00
443,900148,5022,1,15000.00,0.00
444,900148,5004,4,125000.00,0.00
445,900148,5021,3,45000.00,0.00
446,900148,5027,2,7500.00,0.00
447,900149,5022,5,15000.00,0.00
448,900150,5024,1,99000.00,0.00
449,900150,5020,5,150000.00,0.00
450,900150,5004,3,125000.00,0.10
451,900150,5010,2,99000.00,0.00
452,900150,5026,4,10000.00,0.00
453,900151,5008,1,5000.00,0.15
454,900151,5001,5,25000.00,0.05
455,900151,5022,2,15000.00,0.15
456,900152,5021,3,45000.00,0.00
457,900152,5008,1,5000.00,0.00
458,900152,5015,2,15000.00,0.10
459,900153,5024,1,99000.00,0.00
460,900153,5004,2,125000.00,0.05
461,900153,5028,2,55000.00,0.00
462,900153,5025,4,15000.00,0.20
463,900154,5004,4,125000.00,0.20
464,900154,5013,3,30000.00,0.10
465,900155,5005,6,125000.00,0.05
466,900156,5016,2,99000.00,0.05
467,900156,5026,3,10000.00,0.05
468,900156,5019,6,12500.00,0.10
469,900156,5022,6,15000.00,0.20
470,900156,5015,2,15000.00,0.00
471,900157,5009,6,15000.00,0.00
472,900158,5008,5,5000.00,0.05
473,900158,5022,5,15000.00,0.00
474,900158,5028,6,55000.00,0.05
475,900158,5011,4,7500.00,0.00
476,900158,5017,6,30000.00,0.05
477,900159,5021,2,45000.00,0.00
478,900160,5011,5,7500.00,0.00
479,900160,5008,6,5000.00,0.00
480,900160,5009,2,15000.00,0.00
481,900160,5002,4,150000.00,0.10
482,900161,5016,6,99000.00,0.05
483,900162,5001,5,25000.00,0.05
484,900162,5027,5,7500.00,0.05
485,900162,5003,6,20000.00,0.05
486,900162,5026,3,10000.00,0.00
487,900162,5020,1,150000.00,0.10
488,900163,5016,1,99000.00,0.00
489,900163,5023,6,45000.00,0.00
490,900163,5022,3,15000.00,0.00
491,900163,5012,6,20000.00,0.20
492,900163,5015,3,15000.00,0.00
493,900164,5005,6,125000.00,0.00
494,900164,5027,3,7500.00,0.05
495,900164,5023,2,45000.00,0.00
496,900164,5024,4,99000.00,0.00
497,900165,5025,4,15000.00,0.00
498,900166,5015,2,15000.00,0.20
499,900166,5022,1,15000.00,0.00
500,900166,5019,1,12500.00,0.05
501,900166,5017,4,30000.00,0.10
502,900167,5024,2,99000.00,0.00
503,900167,5027,6,7500.00,0.05
504,900168,5030,4,55000.00,0.20
505,900168,5023,3,45000.00,0.00
506,900168,5025,2,15000.00,0.00
507,900168,5008,5,5000.00,0.05
508,900168,5009,6,15000.00,0.00
509,900169,5007,6,15000.00,0.00
510,900169,5020,3,150000.00,0.15
511,900170,5023,3,45000.00,0.05
512,900170,5021,5,45000.00,0.05
513,900170,5011,6,7500.00,0.05
514,900170,5004,6,125000.00,0.05
515,900170,5025,5,15000.00,0.00
516,900171,5013,2,30000.00,0.00
517,900172,5005,6,125000.00,0.10
518,900172,5027,2,7500.00,0.10
519,900172,5002,1,150000.00,0.00
520,900173,5024,5,99000.00,0.00
521,900173,5021,5,45000.00,0.10
522,900174,5013,3,30000.00,0.20
523,900174,5014,1,75000.00,0.00
524,900174,5026,3,10000.00,0.00
525,900174,5022,4,15000.00,0.10
526,900175,5018,6,12500.00,0.20
527,900175,5024,3,99000.00,0.00
528,900175,5020,6,150000.00,0.00
529,900175,5007,2,15000.00,0.05
530,900175,5025,1,15000.00,0.00
531,900176,5019,3,12500.00,0.00
532,900176,5028,4,55000.00,0.05
533,900177,5025,6,15000.00,0.05
534,900178,5003,3,20000.00,0.00
535,900178,5026,2,10000.00,0.00
536,900178,5023,5,45000.00,0.00
537,900179,5029,6,99000.00,0.00
538,900179,5007,3,15000.00,0.00
539,900180,5027,6,7500.00,0.00
540,900180,5025,2,15000.00,0.15
541,900180,5021,5,45000.00,0.15
542,900180,5001,2,25000.00,0.20
543,900180,5004,6,125000.00,0.10
544,900181,5024,3,99000.00,0.00
545,900181,5010,5,99000.00,0.00
546,900181,5001,1,25000.00,0.00
547,900181,5030,6,55000.00,0.00
548,900181,5017,5,30000.00,0.00
549,900182,5007,6,15000.00,0.05
550,900183,5018,6,12500.00,0.10
551,900183,5027,6,7500.00,0.10
552,900184,5015,6,15000.00,0.00
553,900185,5003,3,20000.00,0.00
554,900185,5019,4,12500.00,0.05
555,900185,5027,4,7500.00,0.00
556,900185,5008,4,5000.00,0.05
557,900185,5030,5,55000.00,0.00
558,900186,5023,1,45000.00,0.00
559,900187,5003,4,20000.00,0.00
560,900187,5010,6,99000.00,0.00
561,900187,5025,2,15000.00,0.00
562,900187,5030,2,55000.00,0.05
563,900187,5015,5,15000.00,0.00
564,900188,5018,5,12500.00,0.00
565,900189,5018,6,12500.00,0.15
566,900189,5003,3,20000.00,0.00
567,900189,5010,6,99000.00,0.10
568,900189,5007,2,15000.00,0.00
569,900189,5024,2,99000.00,0.05
570,900190,5028,5,55000.00,0.00
571,900191,5004,5,125000.00,0.00
572,900191,5007,3,15000.00,0.00
573,900191,5024,6,99000.00,0.05
574,900192,5016,5,99000.00,0.05
575,900192,5015,6,15000.00,0.05
576,900192,5011,5,7500.00,0.05
577,900193,5008,6,5000.00,0.05
578,900193,5026,3,10000.00,0.10
579,900193,5023,2,45000.00,0.05
580,900194,5025,5,15000.00,0.00
581,900194,5010,6,99000.00,0.05
582,900194,5016,3,99000.00,0.10
583,900195,5024,1,99000.00,0.10
584,900196,5013,1,30000.00,0.05
585,900196,5025,5,15000.00,0.10
586,900196,5019,5,12500.00,0.00
587,900196,5007,2,15000.00,0.00
588,900196,5030,2,55000.00,0.10
589,900197,5017,6,30000.00,0.00
590,900197,5003,5,20000.00,0.05
591,900197,5013,5,30000.00,0.00
592,900197,5012,2,20000.00,0.00
593,900197,5001,5,25000.00,0.05
594,900198,5025,2,15000.00,0.00
595,900198,5016,3,99000.00,0.00
596,900199,5030,1,55000.00,0.20
597,900199,5015,3,15000.00,0.00
598,900199,5029,5,99000.00,0.05
599,900199,5002,3,150000.00,0.10
600,900200,5021,6,45000.00,0.10
601,900200,5013,1,30000.00,0.00
602,900200,5012,4,20000.00,0.20
603,900200,5019,2,12500.00,0.00
604,900201,5001,2,25000.00,0.00
605,900201,5017,5,30000.00,0.05
606,900201,5029,2,99000.00,0.00
607,900201,5005,2,125000.00,0.00
608,900201,5015,6,15000.00,0.10
609,900202,5022,2,15000.00,0.05
610,900202,5016,4,99000.00,0.00
611,900202,5007,1,15000.00,0.00
612,900202,5019,5,12500.00,0.00
613,900203,5006,3,10000.00,0.15
614,900204,5003,5,20000.00,0.20
615,900204,5007,4,15000.00,0.00
616,900204,5015,4,15000.00,0.05
617,900205,5006,3,10000.00,0.15
618,900205,5024,5,99000.00,0.05
619,900205,5022,2,15000.00,0.00
620,900206,5022,1,15000.00,0.00
621,900206,5014,5,75000.00,0.05
622,900206,5027,5,7500.00,0.00
623,900206,5005,1,125000.00,0.00
624,900206,5020,6,150000.00,0.00
625,900207,5014,5,75000.00,0.00
626,900207,5012,4,20000.00,0.10
627,900207,5028,4,55000.00,0.00
628,900207,5002,6,150000.00,0.15
629,900207,5023,6,45000.00,0.05
630,900208,5010,5,99000.00,0.10
631,900209,5017,2,30000.00,0.05
632,900209,5004,3,125000.00,0.00
633,900209,5001,1,25000.00,0.00
634,900209,5013,6,30000.00,0.05
635,900209,5021,3,45000.00,0.10
636,900210,5025,5,15000.00,0.00
637,900210,5007,3,15000.00,0.05
638,900210,5014,4,75000.00,0.00
639,900210,5018,3,12500.00,0.05
640,900211,5024,2,99000.00,0.00
641,900212,5026,6,10000.00,0.05
642,900212,5011,1,7500.00,0.00
643,900212,5018,6,12500.00,0.00
644,900212,5020,1,150000.00,0.10
645,900213,5009,2,15000.00,0.00
646,900214,5010,2,99000.00,0.05
647,900214,5023,4,45000.00,0.00
648,900214,5020,6,150000.00,0.15
649,900214,5002,5,150000.00,0.00
650,900214,5025,1,15000.00,0.10
651,900215,5022,3,15000.00,0.00
652,900215,5002,1,150000.00,0.20
653,900216,5019,6,12500.00,0.05
654,900216,5007,1,15000.00,0.00
655,900216,5017,6,30000.00,0.10
656,900216,5001,5,25000.00,0.00
657,900217,5015,4,15000.00,0.05
658,900217,5030,3,55000.00,0.00
659,900218,5011,5,7500.00,0.20
660,900218,5004,5,125000.00,0.10
661,900218,5026,5,10000.00,0.00
662,900219,5025,4,15000.00,0.10
663,900219,5015,1,15000.00,0.00
664,900219,5022,3,15000.00,0.00
665,900220,5014,5,75000.00,0.00
666,900220,5012,3,20000.00,0.00
667,900220,5017,1,30000.00,0.00
668,900221,5016,3,99000.00,0.00
669,900221,5011,5,7500.00,0.00
670,900222,5008,2,5000.00,0.10
671,900222,5024,2,99000.00,0.00
672,900223,5004,1,125000.00,0.05
673,900224,5028,4,55000.00,0.00
674,900225,5025,5,15000.00,0.00
675,900225,5030,2,55000.00,0.10
676,900226,5002,6,150000.00,0.10
677,900226,5017,4,30000.00,0.20
678,900226,5012,6,20000.00,0.00
679,900226,5013,3,30000.00,0.05
680,900226,5028,1,55000.00,0.05
681,900227,5028,3,55000.00,0.00
682,900227,5009,5,15000.00,0.00
683,900227,5006,2,10000.00,0.00
684,900227,5018,2,12500.00,0.00
685,900227,5008,3,5000.00,0.00
686,900228,5019,2,12500.00,0.10
687,900228,5022,6,15000.00,0.00
688,900229,5026,2,10000.00,0.00
689,900229,5024,1,99000.00,0.00
690,900230,5026,3,10000.00,0.05
691,900230,5016,5,99000.00,0.00
692,900230,5010,1,99000.00,0.05
693,900231,5024,3,99000.00,0.05
694,900231,5011,3,7500.00,0.00
695,900231,5009,4,15000.00,0.00
696,900231,5012,6,20000.00,0.20
697,900232,5025,3,15000.00,0.00
698,900232,5010,5,99000.00,0.00
699,900233,5015,2,15000.00,0.05
700,900233,5021,3,45000.00,0.00
701,900233,5005,5,125000.00,0.05
702,900234,5008,3,5000.00,0.05
703,900234,5011,5,7500.00,0.05
704,900234,5021,3,45000.00,0.10
705,900235,5015,2,15000.00,0.05
706,900235,5014,6,75000.00,0.00
707,900235,5006,6,10000.00,0.05
708,900235,5028,1,55000.00,0.00
709,900235,5001,4,25000.00,0.00
710,900236,5025,4,15000.00,0.00
711,900237,5021,4,45000.00,0.00
712,900238,5017,2,30000.00,0.00
713,900238,5027,6,7500.00,0.00
714,900239,5018,6,12500.00,0.00
715,900239,5015,5,15000.00,0.05
716,900239,5005,6,125000.00,0.05
717,900240,5030,5,55000.00,0.00
718,900240,5012,1,20000.00,0.00
719,900240,5016,3,99000.00,0.00
720,900241,5012,4,20000.00,0.00
721,900241,5010,6,99000.00,0.15
722,900242,5026,1,10000.00,0.00
723,900242,5010,2,99000.00,0.00
724,900242,5020,5,150000.00,0.00
725,900242,5008,2,5000.00,0.00
726,900243,5003,2,20000.00,0.00
727,900243,5014,5,75000.00,0.10
728,900243,5021,6,45000.00,0.00
729,900244,5028,2,55000.00,0.00
730,900244,5003,1,20000.00,0.05
731,900245,5007,1,15000.00,0.20
732,900245,5011,1,7500.00,0.00
733,900245,5001,1,25000.00,0.00
